protein_id,gene,product,temporal_class,functional_category,length,mw_kda,isoelectric_point,instability_index,aromaticity,aa_A,aa_C,aa_D,aa_E,aa_F,aa_G,aa_H,aa_I,aa_K,aa_L,aa_M,aa_N,aa_P,aa_Q,aa_R,aa_S,aa_T,aa_V,aa_W,aa_Y
YP_009137095.1,UL21,tegument protein UL21,Late,Tegument,535,57.64085130000015,7.690452003479005,46.95050467289728,0.07476635514018692,11.214953271028037,1.1214953271028036,5.794392523364486,4.299065420560748,3.5514018691588785,8.598130841121495,2.05607476635514,3.177570093457944,1.1214953271028036,10.467289719626168,0.7476635514018691,2.05607476635514,7.289719626168225,2.9906542056074765,9.158878504672897,7.289719626168225,4.859813084112149,10.280373831775702,0.5607476635514018,3.364485981308411
YP_009137096.1,UL22,envelope glycoprotein H,Late,Glycoprotein/Entry,838,90.36508590000057,6.609772300720215,42.65096658711233,0.08591885441527447,12.649164677804295,0.954653937947494,4.77326968973747,3.818615751789976,4.41527446300716,7.5178997613365155,2.5059665871121717,2.386634844868735,0.8353221957040573,12.410501193317423,1.0739856801909309,2.5059665871121717,8.711217183770882,2.983293556085919,7.279236276849642,6.085918854415274,7.159904534606206,7.756563245823389,1.7899761336515514,2.386634844868735
YP_009137097.1,UL23,involved in nucleotide metabolism,Early,Nucleotide Metabolism,376,40.920529200000054,8.66953105926514,52.52260638297873,0.06382978723404255,12.5,1.0638297872340425,5.053191489361702,3.4574468085106385,2.127659574468085,7.9787234042553195,3.1914893617021276,4.5212765957446805,1.3297872340425532,10.904255319148936,3.4574468085106385,2.393617021276596,7.9787234042553195,4.787234042553192,7.9787234042553195,4.25531914893617,7.180851063829787,5.585106382978723,1.0638297872340425,3.1914893617021276
YP_009137098.1,UL24,nuclear protein UL24,Late,Pathogenicity/Egress,269,29.44603310000001,10.866678047180176,60.63163568773233,0.040892193308550186,10.037174721189592,2.973977695167286,2.6022304832713754,4.83271375464684,2.6022304832713754,6.691449814126394,1.486988847583643,3.717472118959108,5.204460966542751,9.66542750929368,1.486988847583643,0.7434944237918215,5.947955390334572,3.717472118959108,12.267657992565056,7.806691449814126,7.806691449814126,8.921933085501859,0.0,1.486988847583643
YP_009137099.1,UL25,DNA packaging tegument protein UL25,Late,Capsid Vertex/Packaging,580,62.669303000000205,5.778217887878417,37.857758620689665,0.07413793103448277,14.482758620689655,1.3793103448275863,6.379310344827586,4.482758620689655,3.4482758620689653,8.275862068965518,2.586206896551724,3.793103448275862,0.8620689655172413,11.206896551724139,1.896551724137931,3.793103448275862,5.517241379310345,3.6206896551724137,8.10344827586207,4.310344827586207,5.344827586206897,6.551724137931035,0.6896551724137931,3.2758620689655173
YP_009137100.1,UL26,capsid maturation protease,Late,Capsid Scaffolding/Protease,635,66.45599790000023,6.208375358581542,51.578425196850624,0.06141732283464567,15.905511811023622,1.2598425196850394,4.409448818897638,4.881889763779528,1.889763779527559,9.133858267716535,3.1496062992125986,2.5196850393700787,0.7874015748031497,7.4015748031496065,1.7322834645669292,1.7322834645669292,13.543307086614174,3.3070866141732282,7.244094488188976,6.141732283464567,4.881889763779528,5.826771653543307,0.6299212598425197,3.622047244094488
YP_009137101.1,UL26.5,capsid scaffold protein,Late,Capsid Scaffolding,329,33.745972300000055,6.134029960632325,59.81155015197568,0.0668693009118541,17.02127659574468,1.21580547112462,3.3434650455927053,3.951367781155015,1.5197568389057752,10.030395136778116,4.25531914893617,1.21580547112462,0.303951367781155,3.951367781155015,1.8237082066869301,1.5197568389057752,17.62917933130699,4.86322188449848,5.167173252279635,6.990881458966565,5.167173252279635,4.86322188449848,0.303951367781155,4.86322188449848
YP_009137102.1,UL27,envelope glycoprotein B,Late,Glycoprotein/Entry & Fusion,904,100.26324440000059,8.296452522277832,40.29051991150458,0.09513274336283187,10.619469026548673,1.1061946902654867,5.420353982300885,5.8628318584070795,4.424778761061947,6.969026548672566,2.3230088495575223,3.0973451327433628,4.424778761061947,6.747787610619469,2.6548672566371683,4.424778761061947,6.5265486725663715,2.6548672566371683,7.300884955752212,5.199115044247788,7.632743362831858,7.522123893805309,0.995575221238938,4.092920353982301
YP_009137103.1,UL28,DNA packaging terminase subunit 2,Late,DNA Packaging/Terminase,785,85.5770750000006,6.14164638519287,41.35886624203837,0.07006369426751592,12.738853503184714,2.1656050955414012,5.987261146496815,6.24203821656051,3.821656050955414,8.789808917197453,3.0573248407643314,2.929936305732484,1.1464968152866242,11.59235668789809,1.2738853503184713,1.6560509554140128,5.859872611464968,3.694267515923567,9.681528662420382,4.713375796178344,5.095541401273885,6.369426751592357,0.6369426751592356,2.5477707006369426
YP_009137104.1,UL29,single-stranded DNA-binding protein,Early,DNA Replication/SSB,1196,128.34641870000067,6.025638008117675,35.0945819397995,0.08193979933110368,13.043478260869565,1.839464882943144,4.765886287625418,5.60200668896321,5.2675585284280935,9.19732441471572,2.25752508361204,2.6755852842809364,2.6755852842809364,9.866220735785953,2.4247491638795986,4.013377926421405,5.769230769230769,3.0936454849498327,6.438127090301004,5.852842809364549,5.183946488294314,7.107023411371237,0.6688963210702341,2.25752508361204
YP_009137105.1,UL30,DNA polymerase catalytic subunit,Early,DNA Replication/Polymerase,1235,136.5045600000007,7.0369173049926745,42.28837246963591,0.09473684210526315,11.17408906882591,1.7004048582995952,5.587044534412955,6.396761133603239,4.8582995951417,8.178137651821862,2.591093117408907,4.372469635627531,4.129554655870446,9.79757085020243,1.7004048582995952,2.348178137651822,6.396761133603239,2.5101214574898787,7.6923076923076925,4.372469635627531,4.8582995951417,6.720647773279352,0.728744939271255,3.88663967611336
YP_009137106.1,UL31,nuclear egress lamina protein,Late,Nuclear Egress,306,33.95271720000003,8.973435020446779,58.81571895424834,0.09477124183006537,9.477124183006536,2.9411764705882355,4.901960784313726,3.9215686274509802,4.901960784313726,8.169934640522875,3.5947712418300655,4.248366013071895,1.9607843137254901,11.11111111111111,1.9607843137254901,1.6339869281045751,7.189542483660131,3.2679738562091503,9.15032679738562,5.555555555555555,5.555555555555555,5.882352941176471,0.32679738562091504,4.248366013071895
YP_009137107.1,UL32,DNA packaging protein UL32,Late,DNA Packaging,596,63.94921640000028,6.444314002990722,39.38489932885909,0.08053691275167785,13.25503355704698,3.6912751677852347,5.033557046979865,5.5369127516778525,4.530201342281879,9.060402684563758,2.5167785234899327,2.1812080536912752,2.5167785234899327,10.570469798657719,1.174496644295302,1.6778523489932886,6.879194630872483,2.348993288590604,7.382550335570469,5.5369127516778525,6.208053691275167,6.375838926174497,1.342281879194631,2.1812080536912752
YP_009137108.1,UL33,DNA packaging protein UL33,Late,DNA Packaging/Terminase,130,14.522274899999976,6.828716087341309,33.30615384615384,0.06153846153846154,13.846153846153847,1.5384615384615385,8.461538461538462,5.384615384615385,3.076923076923077,4.615384615384615,2.3076923076923075,3.076923076923077,2.3076923076923075,11.538461538461538,1.5384615384615385,1.5384615384615385,5.384615384615385,3.8461538461538463,11.538461538461538,3.8461538461538463,8.461538461538462,4.615384615384615,0.7692307692307693,2.3076923076923075
YP_009137109.1,UL34,nuclear egress membrane protein,Late,Nuclear Egress,275,29.789950599999994,10.522094535827637,42.2912727272727,0.07999999999999999,9.818181818181818,1.4545454545454546,3.6363636363636362,4.0,4.363636363636363,13.454545454545455,2.5454545454545454,4.363636363636363,1.0909090909090908,10.545454545454545,2.5454545454545454,1.8181818181818181,7.636363636363637,2.909090909090909,10.909090909090908,5.090909090909091,5.090909090909091,5.090909090909091,1.8181818181818181,1.8181818181818181
YP_009137110.1,UL35,small capsid protein,Late,Capsid/Small Capsid,112,12.095552999999981,11.129709053039551,43.640178571428564,0.08035714285714286,12.5,0.0,3.5714285714285716,1.7857142857142858,6.25,8.035714285714286,3.5714285714285716,0.8928571428571429,0.0,8.035714285714286,3.5714285714285716,5.357142857142857,10.714285714285714,5.357142857142857,8.035714285714286,4.464285714285714,9.821428571428571,6.25,0.8928571428571429,0.8928571428571429
YP_009137111.1,UL36,large tegument protein,Late,Tegument/Large Tegument,3139,333.4381327000056,5.843696403503418,54.21472443453355,0.05288308378464479,15.801210576616757,0.7645747053201657,5.511309334182861,5.734310289901242,2.70786874800892,6.78560050971647,1.7840076457470533,1.752150366358713,1.5610066900286717,10.449187639375598,1.1150047785919082,1.36986301369863,11.277476903472444,4.2688754380375915,8.346607199745142,6.052883083784645,5.543166613571201,6.594456833386428,1.0194329404268876,1.5610066900286717
YP_009137112.1,UL37,tegument protein UL37,Late,Tegument/Inner Tegument,1123,120.51072560000064,5.769692039489747,46.41487088156749,0.0578806767586821,13.357079252003562,1.2466607301869992,4.719501335707926,5.342831700801424,2.9385574354407837,6.5894924309884235,2.4933214603739984,2.671415850400712,0.9795191451469278,12.911843276936777,2.048085485307213,1.4247551202137132,8.54853072128228,4.1852181656277825,7.212822796081923,6.41139804096171,6.322350845948352,7.747105966162066,1.068566340160285,1.7809439002671417
YP_009137113.1,UL38,capsid triplex subunit 1,Late,Capsid/Triplex,465,50.26280740000005,9.116232490539552,41.758709677419354,0.06021505376344086,12.258064516129032,2.5806451612903225,4.946236559139785,4.301075268817204,3.010752688172043,9.46236559139785,2.795698924731183,1.935483870967742,0.6451612903225806,10.96774193548387,1.7204301075268817,2.150537634408602,9.03225806451613,3.4408602150537635,10.53763440860215,3.870967741935484,7.311827956989247,6.021505376344086,1.5053763440860215,1.5053763440860215
YP_009137114.1,UL39,ribonucleotide reductase subunit 1,Early,Nucleotide Metabolism,1137,124.02213940000053,6.113113212585449,48.68373790677243,0.07827616534740545,10.026385224274406,2.550571679859279,6.244503078276165,5.189094107299912,4.0457343887423045,8.267370272647318,2.550571679859279,2.638522427440633,2.8144239226033423,9.410729991204926,2.8144239226033423,3.0782761653474053,6.244503078276165,2.9023746701846966,7.387862796833773,7.387862796833773,6.068601583113456,6.596306068601583,0.8795074758135444,2.9023746701846966
YP_009137115.1,UL40,ribonucleotide reductase subunit 2,Early,Nucleotide Metabolism,340,37.96072110000011,5.1326406478881825,57.39417647058825,0.10294117647058823,10.588235294117647,2.0588235294117645,5.588235294117647,6.470588235294118,5.588235294117647,4.117647058823529,2.9411764705882355,6.764705882352941,2.3529411764705883,11.176470588235293,1.1764705882352942,4.411764705882353,5.294117647058823,2.9411764705882355,5.588235294117647,7.9411764705882355,4.411764705882353,5.882352941176471,0.5882352941176471,4.117647058823529
YP_009137116.1,UL41,tegument host shutoff protein,Late,Host Shutoff,489,54.9761388000001,7.973917198181152,56.328036809816055,0.08384458077709611,8.588957055214724,2.2494887525562373,6.134969325153374,4.9079754601226995,3.067484662576687,4.9079754601226995,3.2719836400817996,5.316973415132924,2.8629856850715747,9.815950920245399,1.8404907975460123,2.4539877300613497,7.975460122699387,2.658486707566462,8.588957055214724,6.543967280163599,7.770961145194274,5.725971370143149,1.2269938650306749,4.08997955010225
YP_009137117.1,UL42,DNA polymerase processivity subunit,Early,DNA Replication/Processivity,488,51.15861170000021,5.5234086990356435,45.24200819672134,0.06147540983606557,11.680327868852459,1.4344262295081966,5.942622950819672,4.30327868852459,4.30327868852459,8.811475409836065,1.2295081967213115,1.639344262295082,2.6639344262295084,9.01639344262295,1.0245901639344261,1.8442622950819672,7.786885245901639,4.30327868852459,6.147540983606557,9.631147540983607,9.426229508196721,6.967213114754099,0.6147540983606558,1.2295081967213115
YP_009137118.1,UL43,envelope protein UL43,Late,Envelope/Membrane,417,42.92126639999999,9.294294166564942,47.58369304556355,0.07434052757793765,15.587529976019185,1.9184652278177459,3.597122302158273,2.3980815347721824,3.597122302158273,13.189448441247002,2.158273381294964,1.6786570743405276,0.7194244604316546,12.23021582733813,1.1990407673860912,0.9592326139088729,10.071942446043165,2.158273381294964,7.194244604316546,4.07673860911271,4.07673860911271,9.352517985611511,2.158273381294964,1.6786570743405276
YP_009137119.1,UL44,envelope glycoprotein C,Late,Glycoprotein/Attachment,511,55.02152890000011,7.664192390441895,46.62446183953039,0.07436399217221135,8.219178082191782,1.5655577299412915,3.522504892367906,4.500978473581213,2.544031311154599,8.219178082191782,2.544031311154599,3.3268101761252447,1.761252446183953,5.675146771037182,1.761252446183953,2.544031311154599,12.720156555772995,3.3268101761252447,6.457925636007828,7.045009784735812,10.95890410958904,8.414872798434443,2.152641878669276,2.73972602739726
YP_009137120.1,UL45,membrane protein UL45,Late,Envelope,172,18.17978129999998,8.637554740905763,47.91744186046512,0.08139534883720931,13.372093023255815,3.488372093023256,2.9069767441860463,3.488372093023256,2.3255813953488373,11.046511627906977,1.744186046511628,5.232558139534884,0.5813953488372093,8.13953488372093,1.744186046511628,1.1627906976744187,9.30232558139535,2.9069767441860463,7.558139534883721,7.558139534883721,3.488372093023256,8.13953488372093,3.488372093023256,2.3255813953488373
YP_009137121.1,UL46,tegument protein VP11/12,Late,Tegument,718,78.24048360000043,9.13982791900635,56.95515320334284,0.06545961002785515,12.674094707520892,1.392757660167131,5.571030640668524,4.596100278551532,1.6713091922005572,7.103064066852368,2.6462395543175488,2.0891364902506964,1.532033426183844,10.027855153203342,1.6713091922005572,2.785515320334262,9.749303621169917,2.367688022284123,10.167130919220055,6.685236768802229,6.963788300835654,5.43175487465181,1.6713091922005572,3.203342618384401
YP_009137122.1,UL47,tegument protein VP13/14,Late,Tegument,693,73.8160020000004,9.286686897277832,57.35860028860054,0.062049062049062055,16.161616161616163,1.0101010101010102,6.349206349206349,4.761904761904762,3.318903318903319,9.235209235209235,1.875901875901876,0.8658008658008658,0.8658008658008658,10.533910533910534,1.2987012987012987,0.7215007215007215,8.225108225108226,2.4531024531024532,11.544011544011545,5.339105339105339,4.040404040404041,8.513708513708513,0.8658008658008658,2.0202020202020203
YP_009137123.1,UL48,transactivating tegument protein VP16,Late,Tegument/Transactivator,490,54.34477630000017,4.850378227233886,42.745918367346995,0.09183673469387756,11.83673469387755,1.2244897959183674,8.36734693877551,5.918367346938775,4.6938775510204085,6.530612244897959,2.6530612244897958,1.836734693877551,0.8163265306122449,13.26530612244898,3.2653061224489797,2.4489795918367347,8.16326530612245,2.0408163265306123,8.16326530612245,5.3061224489795915,5.510204081632653,3.4693877551020407,0.8163265306122449,3.673469387755102
YP_009137124.1,UL49,tegument protein VP22,Late,Tegument/Major,301,32.253612100000055,10.498756980895994,64.18870431893689,0.03986710963455149,14.285714285714286,0.6644518272425249,5.3156146179401995,5.3156146179401995,1.3289036544850499,6.644518272425249,0.9966777408637874,0.6644518272425249,2.3255813953488373,4.983388704318937,1.6611295681063123,1.9933554817275747,12.29235880398671,2.990033222591362,12.956810631229235,8.637873754152825,7.973421926910299,6.312292358803987,0.6644518272425249,1.9933554817275747
YP_009137125.1,UL49A,envelope glycoprotein N,Late,Glycoprotein/Entry,91,9.201673799999998,7.6600431442260755,31.681428571428558,0.03296703296703297,14.285714285714286,5.4945054945054945,2.197802197802198,4.395604395604396,2.197802197802198,17.582417582417584,2.197802197802198,4.395604395604396,0.0,8.791208791208792,4.395604395604396,1.098901098901099,7.6923076923076925,4.395604395604396,7.6923076923076925,2.197802197802198,2.197802197802198,7.6923076923076925,0.0,1.098901098901099
YP_009137126.1,UL50,deoxyuridine triphosphatase,Early,Nucleotide Metabolism,371,39.1273984,7.815131568908692,52.1353099730458,0.0646900269541779,11.859838274932615,0.8086253369272237,4.8517520215633425,3.7735849056603774,3.234501347708895,10.78167115902965,2.1563342318059298,3.234501347708895,1.3477088948787062,9.703504043126685,1.6172506738544474,2.4258760107816713,9.973045822102426,2.1563342318059298,7.547169811320755,4.5822102425876015,6.46900269541779,10.242587601078167,1.6172506738544474,1.6172506738544474
YP_009137127.1,UL51,tegument protein UL51,Late,Tegument/Secondary Envelopment,244,25.435912799999972,5.873138999938964,58.03729508196722,0.020491803278688527,16.80327868852459,2.0491803278688523,5.327868852459017,5.737704918032787,0.4098360655737705,7.377049180327869,2.459016393442623,3.278688524590164,1.639344262295082,9.426229508196721,3.6885245901639343,1.2295081967213115,10.245901639344263,2.459016393442623,7.786885245901639,6.147540983606557,4.918032786885246,7.377049180327869,0.4098360655737705,1.2295081967213115
YP_009137128.1,UL52,helicase-primase primase subunit,Early,DNA Replication/Replication Fork,1058,114.42219870000082,6.420555305480956,43.138846880907586,0.0831758034026465,13.705103969754253,2.6465028355387523,6.049149338374291,4.536862003780718,4.253308128544424,7.655954631379962,3.0245746691871456,3.402646502835539,1.7958412098298677,8.88468809073724,1.0396975425330812,1.9848771266540643,7.088846880907372,3.3081285444234405,7.939508506616257,5.482041587901701,6.427221172022684,6.710775047258979,0.6616257088846881,3.402646502835539
YP_009137129.1,UL53,envelope glycoprotein K,Late,Glycoprotein/Entry & Fusion,338,37.57218490000001,9.568993949890135,44.269526627218916,0.10355029585798817,9.171597633136095,3.8461538461538463,1.4792899408284024,2.366863905325444,4.1420118343195265,6.804733727810651,2.9585798816568047,5.9171597633136095,1.7751479289940828,12.1301775147929,2.366863905325444,3.5502958579881656,5.029585798816568,2.9585798816568047,7.100591715976331,3.8461538461538463,6.508875739644971,11.834319526627219,1.7751479289940828,4.437869822485207
